Date,Open,Delta,FractionalIncrease,High,Low,Positive,StockScore,reuter_score,reuter_credibility,reuter_cumu,fool_score,fool_credibility,fool_cumu,invest_score,invest_credibility,invest_cumu,cnbc_score,cnbc_credibility,cnbc_cumu,market_score,market_credibility,market_cumu
2016-11-17,782.5,-27.5,-0.033950617283950615,810.06,743.59,False,-0.17571884984025557,,,,,,,,,,,,,,,
2016-11-25,782.61,0.11000000000001364,0.00014057507987222192,793.77,772.65,True,0.0007027766064835207,,,,,,,,,,,,,,,
2016-12-01,778.55,-4.060000000000058,-0.005187769131495968,799.74,773.145,False,-0.026074112131526928,0.49860000000000004,0.9869629439342366,0.9869629439342366,0.9743999999999999,0.9869629439342366,0.9869629439342366,0.7968000000000001,0.9869629439342366,0.9869629439342366,0.86657,0.9869629439342366,0.9869629439342366,0.7782454545454545,0.9869629439342366,0.9869629439342366
2016-12-08,792.95,14.400000000000093,0.018495921906107625,792.0,753.36,True,0.09080017655589943,0.37949,0.9545999117220503,0.9707814278281435,0.9909099999999998,0.9545999117220503,0.9707814278281435,0.799275,0.9545999117220503,0.9707814278281435,0.73287,0.9545999117220503,0.9707814278281435,0.5881454545454546,0.9545999117220503,0.9707814278281435
2016-12-15,817.36,24.409999999999968,0.030783782079576227,824.3,787.905,True,0.14932220808456473,0.57817,0.9253388959577177,0.9480601618929305,0.9864,0.9253388959577177,0.9480601618929305,0.9310666666666666,0.9253388959577177,0.9480601618929305,0.8275100000000002,0.9253388959577177,0.9480601618929305,0.4099545454545454,0.9253388959577177,0.9480601618929305
2016-12-22,809.1,-8.259999999999991,-0.010105706175981196,823.0,804.5,False,-0.05104437028797423,0.08370000000000001,0.9744778148560129,0.9612689883744717,0.9846272727272727,0.9744778148560129,0.9612689883744717,0.9829,0.9744778148560129,0.9612689883744717,0.8373299999999999,0.9744778148560129,0.9612689883744717,0.8110909090909092,0.9744778148560129,0.9612689883744717
2016-12-29,802.33,-6.769999999999982,-0.00836732171548632,816.0,802.44,False,-0.042189622723816766,0.6271000000000001,0.9789051886380916,0.9700870885062817,0.9676,0.9789051886380916,0.9700870885062817,0.958125,0.9789051886380916,0.9700870885062817,0.98903,0.9789051886380916,0.9700870885062817,0.96261,0.9789051886380916,0.9700870885062817
2017-01-05,807.5,5.169999999999959,0.006443732628718805,813.43,789.62,True,0.03201238390092854,0.5114555555555556,0.9839938080495357,0.9770404482779087,0.9859454545454547,0.9839938080495357,0.9770404482779087,0.95878,0.9839938080495357,0.9770404482779087,0.97262,0.9839938080495357,0.9770404482779087,0.7510363636363636,0.9839938080495357,0.9770404482779087
2017-01-12,828.38,20.879999999999995,0.02585758513931888,830.43,805.92,True,0.1260291170718752,0.6113199999999999,0.9369854414640624,0.9570129448709855,0.7442200000000001,0.9369854414640624,0.9570129448709855,0.9608399999999999,0.9369854414640624,0.9570129448709855,0.73827,0.9369854414640624,0.9570129448709855,0.6052272727272727,0.9369854414640624,0.9570129448709855
2017-01-19,829.0,0.6200000000000045,0.0007484487795456246,834.65,821.01,True,0.0037394451145959257,0.5368625,0.998130277442702,0.9775716111568438,0.76898,0.998130277442702,0.9775716111568438,0.9787875000000001,0.998130277442702,0.9775716111568438,0.84278,0.998130277442702,0.9775716111568438,0.7052333333333332,0.998130277442702,0.9775716111568438
