Date,Open,Delta,FractionalIncrease,High,Low,Positive,StockScore,reuter_score,reuter_credibility,reuter_cumu,fool_score,fool_credibility,fool_cumu,invest_score,invest_credibility,invest_cumu,cnbc_score,cnbc_credibility,cnbc_cumu,market_score,market_credibility,market_cumu
2016-11-17,67.212,-2.1129999999999995,-0.030479624954922457,70.143,68.292,False,-0.15718919240611792,,,,,,,,,,,,,,,
2016-11-25,69.189,1.9769999999999897,0.02941439028744852,68.969,66.279,True,0.14286953128387386,,,,,,,,,,,,,,,
2016-12-01,68.352,-0.8369999999999891,-0.012097298703550986,69.851,68.268,False,-0.06122717696629133,,,,,,,,,,,,,,,
2016-12-08,69.067,0.7149999999999892,0.01046055711610471,69.233,67.622,True,0.05176133319819807,,,,,,,,,,,,,,,
2016-12-15,69.791,0.7240000000000038,0.01048257489104788,71.02600000000002,68.34100000000001,True,0.0518691521829465,,,,,,,,,,,,,,,
2016-12-22,69.811,0.020000000000010232,0.00028656990156338544,70.555,69.179,True,0.0014324390139097156,,,,,,,,,,,,,,,
2016-12-29,67.821,-1.9900000000000089,-0.028505536376788886,69.811,67.821,False,-0.14670972117780692,,,,,,,,,,,,,,,
2017-01-05,67.057,-0.7639999999999958,-0.011264947435160141,68.234,66.685,False,-0.05696646136868603,,,,,,,,,,,,,,,
2017-01-12,66.98899999999999,-0.06800000000001205,-0.0010140626631076851,67.939,66.646,False,-0.00507546015017481,,,,,,,,,,,,,,,
2017-01-19,66.763,-0.2259999999999849,-0.0033736882174683143,67.9,65.734,False,-0.016925542590954936,,,,,,,,,,,,,,,
2017-01-26,65.783,-0.980000000000004,-0.014678789149678772,66.822,65.225,False,-0.07448732955322833,,,,,,,,,,,,,,,
2017-02-02,65.009,-0.7740000000000009,-0.011765957770244606,65.875,63.971,False,-0.05953021889276876,,,,,,,,,,,,,,,
2017-02-09,66.44,1.4309999999999974,0.02201233675337257,66.459,65.009,True,0.10769114990969277,,,,0.9958200000000001,0.9461544250451536,0.9461544250451536,,,,,,,0.8865999999999999,0.9461544250451536,0.9461544250451536
2017-02-16,67.293,0.8530000000000086,0.012838651414810486,67.753,66.205,True,0.06337954913586914,0.9853,0.9683102254320655,0.9683102254320655,0.9973333333333333,0.9683102254320655,0.9572323252386095,0.6810333333333333,0.9683102254320655,0.9683102254320655,0.8789300000000001,0.9683102254320655,0.9683102254320655,0.9688714285714287,0.9683102254320655,0.9572323252386095
2017-02-23,70.555,3.2620000000000005,0.04847458130860565,70.918,67.233,True,0.23116717454468144,0.39748333333333336,0.8844164127276593,0.9263633190798624,0.9943099999999999,0.8844164127276593,0.9208243689831344,-0.12775,0.8844164127276593,0.9263633190798624,0.8803799999999999,0.8844164127276593,0.9263633190798624,0.6317727272727274,0.8844164127276593,0.9208243689831344
2017-03-02,69.007,-1.5480000000000018,-0.0219403302388208,71.34,68.596,False,-0.11216253423565736,-0.7906,0.9439187328821713,0.9351410259810169,0.99678,0.9439187328821713,0.9323715509326529,0.9934,0.9439187328821713,0.9351410259810169,0.6969,0.9439187328821713,0.9351410259810169,0.7974333333333333,0.9439187328821713,0.9323715509326529
2017-03-09,68.85300000000001,-0.15399999999999636,-0.002231657657918709,69.595,68.381,False,-0.011183245464975842,-0.2876,0.9944083772675121,0.9647747016242645,0.9960875,0.9944083772675121,0.9633899641000825,0.9896,0.9944083772675121,0.9647747016242645,0.5781099999999999,0.9944083772675121,0.9647747016242645,0.8284750000000001,0.9944083772675121,0.9633899641000825
2017-03-16,69.209,0.3559999999999945,0.005170435565625239,70.29,68.666,True,0.025719198370153767,,,0.9647747016242645,,,0.9633899641000825,,,0.9647747016242645,,,0.9647747016242645,,,0.9633899641000825
2017-03-23,69.297,0.08799999999999386,0.0012715109306592185,69.84100000000001,68.794,True,0.006349481218522726,0.5072000000000001,0.9968252593907386,0.9807999805075016,0.9768333333333334,0.9968252593907386,0.9801076117454106,0.92225,0.9968252593907386,0.9807999805075016,0.8127399999999998,0.9968252593907386,0.9807999805075016,0.838925,0.9968252593907386,0.9801076117454106
